smiles,standard_value,PCFE,RTlogD,ADMETlab2.0,w/o microscopic pKa,w/o pre-training and microscopic pKa,w/o pre-training,no_logp,swap_strategy,all_task_scaffold,replace_macropka,Instant Jchem,logp_simi,RT_simi,logD_simi,logp_smi
CCC/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,3.8,3.56,3.678,3.018,4.082,3.111,4.328,4.045333,3.6374784,3.159813,5.222271,5.51,0.277777778,0.265822785,0.242424242,0.277777778
CCC/N=C1\S/C(=C\c2ccc(O)c(C(F)(F)F)c2)C(=O)N1c1ccccc1C,3.8,3.81,4.066,3.526,4.526,3.477,4.416,4.354891,2.977403,3.8393831,4.6129274,5.86,0.291139241,0.341463415,0.272727273,0.291139241
CCC/N=C1\S/C(=C\c2ccc(O)c(C)c2)C(=O)N1c1ccccc1C,3.8,3.6,3.941,3.136,4.421,2.992,4.191,4.1835494,3.0174656,3.3631554,5.118909,5.57,0.290909091,0.2875,0.258064516,0.290909091
Cc1cc(C23CC(Nc4nc5n(n4)CCCC[C@H]5c4ccc(F)c(F)c4F)(C2)C3)ncn1,3.8,3.68,4.113,3.175,3.967,3.5,3.694,3.776006,3.6344109,4.271272,3.2589586,3.89,0.196721311,0.258823529,0.244897959,0.206185567
COC(C)(C)c1cc(-c2noc([C@H](C)NC(=O)c3cc(C(F)(F)F)nn3C)n2)ccn1,3.8,3.12,3.515,2.878,3.298,3.587,4.254,3.843654,3.0543494,3.1097636,3.9330292,2.59,0.246753247,0.430379747,0.295454545,0.246753247
[2H]C([2H])(O)C1(C([2H])([2H])O[C@]2(c3ccc(Cl)cc3)c3c(F)cc(C(C)(C)O)cc3C(=O)N2Cc2ccc(C#N)cn2)CC1,3.8,4.35,4.133,2.934,3.638,3.457,3.008,4.373851,3.8992872,3.930704,3.23785,4.26,0.212765957,0.252252252,0.275510204,0.214285714
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(C#N)cn1)[C@@]2(OCC1(CO)CC1)c1ccc(Cl)cc1,3.8,3.58,3.59,3.011,3.343,3.28,3.345,3.2919064,3.5743563,3.9652398,3.1364717,4.26,0.217821782,0.243243243,0.266666667,0.229166667
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(C(N)=O)CC1)c1ccc(Cl)cc1,3.8,3.68,3.75,3.188,3.502,3.183,3.614,3.6422858,3.8242764,3.653141,3.5783496,4.67,0.226804124,0.239583333,0.268041237,0.233333333
CC(=O)NC1(CO[C@]2(c3ccc(Cl)cc3)c3c(F)cc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cn2)CC1,3.8,4.32,3.841,3.259,3.438,3.256,3.494,4.0013266,3.6613681,4.0356903,3.5343475,4.54,0.234693878,0.244897959,0.262626263,0.234693878
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(C#N)CC1)c1ccc(Cl)cc1,3.8,4.5,4.283,3.449,3.9,4.051,4.033,3.9093506,3.9510965,4.628627,3.8448687,5.54,0.226804124,0.239583333,0.268041237,0.233333333
CCC[C@@H](NC(=O)c1cccc2c1CC(=O)N2)[C@@H](O)c1cccc(F)c1C,3.8,2.55,3.186,3.817,2.158,2.705,2.707,2.4026785,2.5303812,2.3909314,2.8625412,3.28,0.241935484,0.259259259,0.289855072,0.241935484
Cc1cc(-c2c(C)n[nH]c2C)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1,3.8,3.07,2.771,3.121,2.929,2.483,3.087,2.6405606,2.3929014,2.9383588,3.6575933,3.05,0.202702703,0.2625,0.275,0.202702703
Cc1cc(-c2c(C)nn(C)c2C#N)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1,3.8,3.4,3.332,3.194,2.653,2.636,3.192,2.6835415,1.7954977,2.4974303,2.6945865,2.75,0.220779221,0.261904762,0.258823529,0.220779221
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(N3CCN(C(C)C)CC3)cc2)c1,3.8,2.68,1.612,2.339,1.988,1.985,2.596,2.0743413,1.9603387,2.330499,1.4452827,1.95,0.213483146,0.287356322,0.3,0.237113402
COc1ccc(C#N)cc1S(=O)(=O)N(Cc1ccc(C(F)(F)F)nc1)Cc1ccc(C(F)(F)F)nc1,3.8,3.48,2.983,3.116,2.638,3.1,3.736,3.395887,3.713238,5.0240726,3.3132782,4.266052179,0.322580645,0.347826087,0.358974359,0.322580645
COc1ccc(C#N)cc1S(=O)(=O)N(Cc1ccccc1)Cc1cnc(C(F)(F)F)nc1,3.8,3.41,2.963,2.937,2.989,3.121,3.618,3.7436535,3.5774188,4.1677256,2.8762257,3.870194604,0.303030303,0.391304348,0.324324324,0.314285714
COc1ccc(C(=O)N2CCOCC2)cc1S(=O)(=O)N(Cc1ccccc1)CC(C)(C)C,3.8,3.68,4.273,3.035,3.789,2.847,2.928,3.5520601,3.4859707,4.170599,2.5810418,3.295226568,0.361111111,0.383561644,0.363636364,0.38961039
COCCN(Cc1ccc(F)cc1)S(=O)(=O)c1ccccc1OC(F)(F)F,3.8,4.19,3.469,3.806,3.822,3.875,3.81,4.0606837,3.6463313,4.5559473,2.877898,4.277939849,0.333333333,0.348484848,0.357142857,0.333333333
CCN(Cc1ccccc1)S(=O)(=O)c1cc(OC)ccc1OC,3.8,3.6,2.783,2.99,2.962,2.918,2.875,2.9865618,2.6526902,4.02448,2.8515465,2.792567258,0.42,0.518518519,0.362068966,0.42
COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2cnc(OC)nc2OC)c1,3.8,3.64,3.745,3.381,3.298,3.635,3.69,2.9761164,2.4296165,3.6528227,2.3833678,3.337323063,0.315789474,0.379746835,0.35443038,0.315789474
COc1ccc(C(=O)N2CCOCC2)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,3.8,3.49,2.508,2.829,3.179,2.578,2.679,2.7216697,2.7020516,3.5123613,1.8424497,3.397395659,0.388059701,0.411764706,0.385542169,0.416666667
COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)nc1CN1C(=O)O[C@H](c2cccc(C(F)(F)F)n2)[C@@H]1C,3.8,3.3,2.47,3.379,3.112,2.713,1.873,3.0737422,2.786499,2.2807412,3.1129334,3.211782626,0.2625,0.299065421,0.323809524,0.2625
COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)nc1CN1C(=O)O[C@H](c2cc(F)cc(F)c2)[C@@H]1C,3.8,3.4,2.345,3.465,3.362,2.848,2.353,3.4177384,2.4953897,2.5269074,2.707883,3.217498888,0.263157895,0.31372549,0.353535354,0.263157895
CC(=O)N[C@@H]1CCCC(C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,3.8,3.16,3.199,3.098,3.108,3.458,3.289,2.934165,3.2672293,3.2764711,2.8233192,2.697130882,0.289855072,0.263157895,0.30952381,0.289855072
CC(C)(NC(=O)C1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1,3.8,3.64,3.075,3.689,3.364,3.85,3.568,3.7674115,3.744944,3.5211153,3.5460794,2.089918871,0.24137931,0.376344086,0.382352941,0.24137931
O=C(N[C@H]1CCN(C2CCCCC2)CC1C(=O)NC1(c2ccccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,3.8,3.38,2.959,3.827,3.278,3.774,3.241,3.396978,3.559476,3.5384765,2.6968346,1.782315157,0.22826087,0.395604396,0.346153846,0.22826087
COc1ncc(NC(=O)Nc2cnc3ccc(C#N)cc3c2N2CCOC[C@@H]2C)cc1Cl,3.8,2.75,4.285,3.364,3.695,3.728,3.624,3.9230616,3.674306,3.6949034,3.3048484,3.136394465,0.256410256,0.318681319,0.372340426,0.262626263
CC(C)(C)OC(=O)N1CC[C@](C)(Nc2cc(-c3cnc(N)nc3)nc(N3CCOCC3)n2)C1,3.8,2.97,3.07,1.965,2.524,2.409,2.479,2.7626052,2.8080812,3.295403,2.6349823,1.775646042,0.247191011,0.303797468,0.345238095,0.247191011
CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,3.8,3.64,4.397,3.596,3.331,3.603,3.259,4.301927,4.675505,3.70828,3.6956542,4.331799998,0.352112676,0.453125,0.327586207,0.352112676
CCC[C@@H](NC(=O)c1cccc2[nH]c(O)cc12)[C@@H](O)c1cccc(F)c1C,3.8,3.46,3.186,3.817,2.158,2.705,2.707,3.6949115,2.617835,3.0048532,3.6854677,4.022003273,0.256756757,0.283950617,0.333333333,0.333333333
COc1cc(F)cc([C@@H](CO)NC(=O)C(C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1,3.8,3.33,3.406,2.437,2.954,3.149,3.142,3.2973762,3.327814,3.5660822,2.7114215,2.391447831,0.217391304,0.259259259,0.31372549,0.220183486
C[C@H](Oc1ccc2nc(OCCN)c(CCC(=O)O)c(C3CC3)c2c1)c1c(Cl)ccc(F)c1Cl,3.8,3.55,3.354,3.56,2.418,2.483,2.972,3.2708526,1.9906569,2.8054528,2.9312003,3.700634474,0.269662921,0.282828283,0.350515464,0.269662921
COc1ccc(S(=O)(=O)N2c3ccc(C(=O)NCc4ccccc4Cl)cc3C(C)(C)C2C)cc1,3.8,4.71,4.392,3.841,3.977,5.126,4.37,4.6982946,4.7268734,4.228972,4.3301716,5.129187249,0.323076923,0.409638554,0.413333333,0.323076923
CC1(C)C(=O)N(c2ccc(F)c(C(F)(F)F)c2)C(=O)N1S(C)(=O)=O,3.8,2.79,2.517,1.101,1.934,1.946,2.454,3.1489213,1.3024561,1.5135698,2.0144982,1.937141711,0.283018868,0.313432836,0.412698413,0.283018868
C[C@H](Oc1cc2cc(C#N)ccc2nc1N)c1cc(F)ccc1-n1cccn1,3.8,3.67,3.812,3.243,3.204,3.723,3.686,3.7765758,3.8202643,3.6875646,3.339806,3.960147673,0.262295082,0.303370787,0.432098765,0.262295082
CCC(=C(c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,3.8,4.29,3.616,4.259,3.016,3.67,3.254,3.9772797,3.2516265,3.0290928,3.3962336,3.491899777,0.290322581,0.294117647,0.451612903,0.290322581
CNC(=O)c1cc(C(=O)NC2CC2)cc2c1OC[C@H]2c1cccc(OC)c1,3.8,2.49,3.153,2.398,3.394,3.293,2.985,2.9499109,3.228774,3.283237,3.3056264,1.810765469,0.333333333,0.350649351,0.5,0.333333333
CNC(=O)c1cc(C(=O)NC2CC2)cc2c1OC[C@H]2c1ccc(F)cc1,3.8,2.62,3.403,2.411,3.32,3.311,2.836,3.1975954,3.4540367,3.2594235,3.148817,2.111138672,0.297297297,0.393442623,0.484375,0.297297297
Cc1cc(NC2Cc3c(C)ccc(C)c3C2)n2nc(C(C)(F)F)nc2n1,3.8,3.71,4.406,3.241,4.036,3.862,3.83,3.5562267,3.6226323,4.114367,3.8760386,4.655891975,0.242424242,0.35483871,0.555555556,0.242424242
CC(C)c1noc(N2CCC(Oc3cc(N4CCc5cc(N6CCCCC6=O)ccc54)ncn3)CC2)n1,3.8,3.59,3.596,3.679,3.064,3.492,3.742,3.5653167,3.1959503,3.3597023,3.3379664,4.591343185,0.23,0.322916667,0.717948718,0.23
C[C@H]1[C@H](F)CC(C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2C(F)(F)F)N1S(=O)(=O)c1ccc(F)cc1,3.8,3.66,3.684,3.408,3.218,3.381,3.198,3.5898614,2.7025135,3.644102,2.9902964,4.020489744,0.239583333,0.29787234,0.884057971,0.239583333
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,3.81,3.21,2.88,3.338,2.282,2.482,2.29,2.4327443,2.2796967,2.1644444,2.9659562,2.870384126,0.403508772,0.365079365,0.369230769,0.403508772
COC(=O)c1c(N)c(C#N)nn1-c1cccc(OCc2ccccc2)c1,3.84,3.66,4.03,3.539,3.031,3.165,4.387,3.8143163,3.7785654,4.0053096,3.6099532,3.612364821,0.4,0.338235294,0.356164384,0.4
COCCOc1nc2c(c(OC(C)C)n1)CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,3.84,3.48,3.577,3.216,3.233,3.795,3.168,3.330061,2.622508,2.6405451,3.4514382,4.072267749,0.226666667,0.371794872,0.415584416,0.226666667
O=C1Cc2cccc(c2)OCCCC/C=C/CCCCOc2cccc(c2)CC(=O)Nc2nnc(s2)CCCCc2nnc(s2)N1,3.85,5.05,4.904,5.42,3.289,4.35,4.05,6.135889,3.3915575,5.6182375,5.9479923,6.59,0.226415094,0.211764706,0.21978022,0.226415094
Cc1cc(-c2cc(N)ncn2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,3.87,3.28,3.625,2.58,2.883,3.019,2.747,3.3498926,3.1086888,3.3817048,3.250325,3.872719692,0.246376812,0.301369863,0.310344828,0.246376812
O=C1CCCC/C=C/CCCCOc2cccc(c2)CCC(=O)Nc2nnc(s2)CCCCc2ccc(nn2)N1,3.89,3.97,4.69,4.389,2.812,3.795,3.119,5.130459,3.2159276,6.206629,4.8398504,5.57,0.188405797,0.2,0.207920792,0.2
CCC/N=C1\S/C(=C\c2ccc(O)c(Br)c2)C(=O)N1c1ccccc1C,3.9,3.7,3.88,3.024,4.303,3.14,4.469,4.57129,3.7956872,3.3148963,4.784934,5.72,0.315789474,0.265822785,0.242424242,0.315789474
Cc1nc(C)c(-c2cc(C(C)c3ccccc3)[nH]n2)s1,3.9,3.71,3.894,3.639,3.545,4.377,3.911,3.716054,3.5134487,3.6447856,4.1043496,3.44,0.275,0.382978723,0.285714286,0.275
COc1ccc([C@H](C)c2cc(-c3sc(C)nc3C)n[nH]2)cc1,3.9,3.59,4.163,3.432,3.526,4.363,3.63,4.16582,3.8702536,3.7519383,3.5053024,3.28,0.404761905,0.378787879,0.296296296,0.404761905
Cc1nc(C)c(-c2cc(Cc3ccc(-c4cnn(C)c4)cc3)[nH]n2)s1,3.9,3.05,3.516,3.241,3.385,3.905,3.527,3.3077645,2.8867528,3.08307,3.048214,3.15,0.236842105,0.315789474,0.292682927,0.293103448
C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(N(C)C)c2)no1,3.9,3.05,3.466,2.971,3.322,3.39,4.365,3.5887966,3.3507955,3.3441033,3.3045177,2.66,0.271428571,0.441558442,0.287356322,0.271428571
[2H]C([2H])(O)C1(C([2H])([2H])O[C@]2(c3ccc(Cl)cc3)c3c(F)cc(C(C)(C)O)cc3C(=O)N2Cc2ncc(C#N)cn2)CC1,3.9,3.82,3.989,2.687,3.174,3.172,2.597,4.132508,3.465538,3.6637375,3.3907661,3.91,0.215053763,0.256880734,0.268041237,0.215053763
CNC(=O)C1(CO[C@]2(c3ccc(Cl)cc3)c3c(F)cc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cn2)CC1,3.9,4.06,4.005,3.299,3.735,3.238,3.876,3.9769988,3.5587597,3.853674,3.533464,4.9,0.234693878,0.254901961,0.262626263,0.234693878
CCC[C@@H](NC(=O)c1ccnc2c1CC(=O)N2)[C@@H](O)c1cccc(Cl)c1C,3.9,2.66,3.698,3.335,3.108,3.183,3.232,2.3652973,2.4986916,2.5501883,2.9384346,3.12,0.257575758,0.287671233,0.282352941,0.257575758
CCC[C@@H](NC(=O)c1ccnc2[nH]c(=O)[nH]c12)[C@@H](O)c1cccc(Cl)c1C,3.9,3.09,3.314,3.128,3.162,2.704,2.824,3.3173654,2.9408014,2.7321708,2.557609,3.84,0.26984127,0.3,0.273972603,0.26984127
CCNC(=O)C(C)N(CC(c1ccccc1)c1ccccc1)C(=O)C1CCC(=O)N(C)C1,3.9,2.11,2.864,2.154,2.118,1.947,1.663,2.6913195,1.5478268,1.2210922,2.331768,2.439896997,0.316666667,0.314285714,0.367647059,0.316666667
C[C@@H](NC(=O)C1CN(C2CCCCC2)CC[C@@H]1NC(=O)c1cc(-c2ccc(F)cc2F)on1)c1ccccn1,3.9,3.27,3.014,3.588,3.21,3.687,3.202,3.7596228,3.5745606,3.3328676,3.1682649,1.600076246,0.274725275,0.376344086,0.355769231,0.274725275
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,3.9,3.01,2.622,3.545,3.58,3.194,3.069,3.1725457,3.0422232,3.2340837,3.4464161,3.23613367,0.2,0.297619048,0.318181818,0.215189873
COc1ccc(-c2c(C)nc3c(NCc4ccc(C(N)=O)cc4)nc(C)cn23)cc1OC,3.9,2.87,2.8,2.806,2.15,2.223,2.663,3.516767,2.5140946,1.7694279,2.5836656,1.698771278,0.3,0.38961039,0.346666667,0.3
Cc1ccc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)cn1,3.9,3.88,3.828,3.484,3.479,3.517,3.784,3.9363165,3.709803,3.9991767,3.9709818,3.277022577,0.38,0.380952381,0.387096774,0.38
CCC[C@@H](NC(=O)c1ccc2oc(=O)[nH]c2c1)[C@@H](O)c1ccccc1C,3.9,3.28,2.647,3.275,2.592,2.602,2.459,3.1592045,2.4464705,2.4779625,2.972677,3.392874132,0.333333333,0.328947368,0.333333333,0.333333333
CCCC(NC(=O)c1ccnc2[nH]c(O)cc12)C(O)c1cccc(Cl)c1C,3.9,3.27,3.698,3.335,3.108,3.183,3.232,3.6119213,3.4386656,3.5941281,3.3759804,3.579747844,0.279411765,0.291666667,0.301369863,0.279411765
CN(Cc1ccc2nccn2c1)c1nnc(-c2ccc(-c3ccccc3)cc2)o1,3.9,3.65,4.173,3.867,3.429,3.701,4.264,4.152359,3.2881856,3.4500043,4.270914,3.898422425,0.275862069,0.358208955,0.32,0.275862069
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3C[C@H](C)O[C@H](C)C3)cc2F)c1,3.9,3.02,2.087,2.582,2.277,2.002,2.369,1.6337245,2.1912918,2.778081,1.6569409,2.23701319,0.24691358,0.329896907,0.317757009,0.261363636
Cc1cccc([C@@H](CO)NC(=O)C(C)N2Cc3ccc(-c4nc(NC5CCOCC5)ncc4Cl)cc3C2=O)c1,3.9,3.53,3.885,2.573,3.143,3.256,3.31,3.4226356,3.3211539,2.983293,3.0101283,2.919845682,0.223214286,0.28125,0.34375,0.223214286
CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)n([C@@H](C)c2ccc(C(F)(F)F)cc2)n1,3.9,2.93,3.215,2.835,2.925,3.371,3.204,3.380927,3.16424,3.3095484,3.126436,2.287038251,0.281690141,0.35483871,0.385714286,0.310810811
CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)n([C@@H](C)c2ccccc2Cl)n1,3.9,2.56,2.848,2.302,2.657,2.851,2.796,3.1166043,2.7483332,3.0167763,2.7712867,2.013234444,0.291139241,0.360655738,0.385714286,0.291139241
C[C@H](Oc1ccc(/C=C/C(=O)O)c(CC2CC2)c1)c1c(Cl)ccc(F)c1Cl,3.9,3.55,3.758,4.049,3.566,3.957,3.685,4.3613462,3.7736125,3.2517908,3.456887,3.533025342,0.278688525,0.301204819,0.340909091,0.278688525
C[C@H](Oc1ccc(NC(=O)CC(N)=O)c(C2CC2)c1)c1c(Cl)ccc(F)c1Cl,3.9,3.16,4.296,3.241,3.391,3.375,3.142,4.0124607,3.1433322,3.189119,3.6237936,4.41169333,0.3,0.297619048,0.341176471,0.3
CC(NC(=O)c1ccc(Cl)cc1)c1ccc2c(c1)C(F)(F)CCN2C(=O)c1cccc(Cl)c1,3.9,4.61,4.082,3.782,4.03,4.143,4.264,4.7983074,4.506889,4.61846,4.1408186,6.074823625,0.306451613,0.463768116,0.3625,0.306451613
COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)N(Cc1ccc(F)cc1)Cc1ccc(F)cc1,3.9,3.72,2.862,2.855,3.155,3.014,3.271,3.2003105,2.4212413,4.2406487,2.345251,3.443616101,0.384615385,0.412698413,0.428571429,0.384615385
CNC(=O)c1cc(C(=O)NC2CC2)cc(Cc2ccccc2)n1,3.9,2.2,2.824,2.502,2.264,2.792,2.808,3.174045,3.2743564,2.5786865,3.00879,1.721330718,0.355555556,0.428571429,0.5,0.41509434
COc1ccc(-c2c(C)nn3c(NCc4ccc(N(C)C)cc4)nc(C)nc23)cc1OC,3.9,3.81,3.977,3.499,3.631,3.248,3.586,3.8693466,3.4764876,3.3432884,3.325316,4.250921818,0.289855072,0.4,0.44,0.289855072
CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)nc2[nH]ccc12,3.9,2.56,3.45,2.579,2.86,2.693,2.516,3.2533193,2.7563758,2.835298,2.8825016,2.507478787,0.362318841,0.441558442,0.432098765,0.362318841
CCNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)ncc1NC(=O)c1cc(OC)cc(OC)c1,3.9,3.46,3.62,3.299,3.718,3.363,3.279,3.538288,3.7731795,4.045062,3.2293751,2.885812791,0.281553398,0.341880342,0.475728155,0.281553398
CC(C)(C)c1ccc(C(=O)Nc2cc(Cl)c(-c3ccccc3)nc2C(=O)O)cc1,3.9,1.93,3.134,3.857,3.549,2.26,2.375,2.8707244,2.9340239,3.3616343,2.304912,3.371426094,0.391304348,0.421052632,0.45,0.444444444
CNC(=O)c1cc(C(=O)NC2CC2)cc2c1O[C@H](CF)[C@H]2c1ccccc1,3.9,2.75,3.293,2.567,3.024,2.967,2.938,3.0035634,3.2578256,2.6768594,3.1006997,2.229193548,0.310810811,0.338235294,0.454545455,0.339285714
Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1,3.9,3.99,4.48,3.741,3.878,4.108,3.996,4.294162,3.67029,4.2202725,3.2573025,4.640705489,0.266666667,0.391304348,0.576271186,0.266666667
Cc1cc(N[C@H]2CCc3ccc(Cl)cc3C2)n2nc(C(C)(F)F)nc2n1,3.9,3.94,4.519,3.689,4.046,4.132,4.191,4.4850655,3.717503,4.1754594,3.5657578,4.640705489,0.266666667,0.391304348,0.576271186,0.266666667
O=C1Cc2ccc(cc2)OCCCC/C=C/CCCCOc2ccc(cc2)CC(=O)Nc2nnc(s2)CCCCc2nnc(s2)N1,3.91,5.13,5.506,5.441,3.228,4.494,4.398,6.3673553,3.3758485,5.3424277,6.0212226,6.59,0.25,0.188405797,0.206349206,0.25
Cc1cc2c(-c3ccco3)cnc(NC3CCN(C)CC3C(=O)NC3CCCCC3)c2[nH]c1=O,3.99,2.75,2.678,2.805,2.874,2.314,2.771,3.012857,2.8742218,3.6719894,2.024864,1.338666979,0.256097561,0.3,0.43373494,0.256097561
COCCOCN1CNc2cc(OC)c(S(=O)(=O)N(Cc3ccccc3)Cc3ccccc3)cc2S1(=O)=O,4,3.06,1.697,2.805,2.694,2.22,2.621,2.322504,2.0425732,3.8265328,2.2666347,2.8,0.260273973,0.311688312,0.2875,0.293333333
Cc1nnc(-c2ccc(Nc3nc(Cc4ccc(Cl)cc4)cc(C(C)(C)O)n3)cc2)o1,4,3.74,4.256,3.131,3.47,3.505,3.318,3.6592302,3.5240762,3.4992633,3.8767552,4.18,0.281690141,0.381578947,0.291666667,0.281690141
Cc1nnc(C23CC(Nc4nc(Cc5ccc(Cl)cc5)cc(C(C)(C)O)n4)(C2)C3)o1,4,3.13,3.423,2.84,2.991,3.125,3.312,3.3827398,2.701212,3.6671565,2.489969,2.65,0.257575758,0.285714286,0.279411765,0.257575758
Cc1nnc(C23CCC(Nc4nc(Cc5ccc(Cl)cc5)cc(C(C)(C)O)n4)(CC2)CC3)o1,4,3.95,4.164,3.172,3.295,3.078,2.925,3.7045345,3.502975,3.2366838,3.104295,3.98,0.253731343,0.282051282,0.275362319,0.253731343
Cc1nnc(-c2ccc(Nc3nc4n(n3)CCCN4c3ccc(OC(F)(F)F)cc3)cc2)o1,4,3.96,4.26,3.731,3.314,3.602,4.492,4.043908,3.387682,3.9051673,3.529911,4.63,0.268656716,0.318181818,0.265957447,0.268656716
O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3s1)CC2,4,4.13,3.626,3.896,2.865,3.162,3.474,3.4863293,3.5018861,3.8223977,3.4382477,3.52,0.253012048,0.259259259,0.276315789,0.253012048
COc1ccc([C@@H](C)c2cc(-c3sc(C)nc3C)n[nH]2)cc1,4,3.6,4.163,3.432,3.526,4.363,3.63,4.149675,3.8455932,3.5173624,4.3846817,3.28,0.404761905,0.378787879,0.296296296,0.404761905
Cc1nc(C)c(-c2cc([C@H](C)c3ccccc3)[nH]n2)s1,4,3.7,3.894,3.639,3.545,4.377,3.911,3.5900583,3.866476,3.8828912,3.9847002,3.44,0.275,0.382978723,0.285714286,0.275
CNC(=O)c1sc(N2CC3CC2(CNC(=O)c2c[nH]c4ncc(Cl)cc24)C3)nc1C(F)(F)F,4,3.65,3.559,3.273,3.754,3.529,3.673,3.8537998,3.2516294,3.606967,3.2490435,2.9,0.204081633,0.254901961,0.291666667,0.243589744
CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(N)CC1)c1ccc(Cl)cc1,4,3.8,3.434,3.43,3.421,2.697,2.874,3.7327318,2.9801998,3.4012766,2.9585156,2.89,0.223404255,0.234042553,0.263157895,0.227272727
Cc1cc(-c2c(C)nn(C)c2C)ccc1-c1nnc(N(C)Cc2ccc3ncc(-c4cnn(C)c4)n3c2)o1,4,3.69,3.039,3.394,2.443,2.311,3.478,3.101986,3.0180035,3.4014742,3.410621,3.19,0.225,0.265957447,0.244680851,0.225
CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1,4,2.99,3.074,2.172,2.678,2.606,2.511,2.633231,2.3733575,2.8845901,2.7422664,2.88,0.213333333,0.25,0.265060241,0.213333333
CS(=O)(=O)c1ccccc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,4,3.35,2.488,2.977,2.847,2.864,3.536,2.7991939,2.94725,4.1064024,2.2578855,3.315883494,0.441860465,0.375,0.36,0.441860465
COc1ccc(C(=O)NC2COC2)cc1S(=O)(=O)N(Cc1ccc(F)cc1)Cc1ccc(F)cc1,4,3.63,3.325,2.83,3.316,2.883,3.155,3.28794,3.0032265,3.8729563,2.9580598,3.518890476,0.364864865,0.436619718,0.341772152,0.4
CNC(=O)c1cc(C(=O)NC2CC2C)cc(C(CC#N)c2ccccc2)n1,4,2.66,2.822,2.488,2.066,2.267,2.647,2.9754367,2.7928548,2.2155194,2.689633,1.811565505,0.290909091,0.296875,0.328767123,0.290909091
CNC(=O)C(C1CCOC1)N(CC(c1ccccc1)c1ccccc1)C(=O)c1cc(C)c(=O)n(C)c1,4,2.91,3.585,2.572,2.619,2.645,2.523,3.1167097,1.9329209,1.6676137,3.11741,2.348910886,0.253012048,0.282051282,0.345679012,0.253012048
COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)nc1CN1C(=O)O[C@H](c2cccc(Cl)c2)[C@@H]1C,4,3.61,2.521,3.558,3.612,3.24,2.614,3.678518,3.0228584,3.3394756,2.8421798,3.536139692,0.27173913,0.307692308,0.307692308,0.27173913
N[C@@H](c1ccccc1)[C@@H](O)CN(C1CCCCCC1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,4,4.16,3.52,4.13,3.624,3.291,3.064,2.8350468,3.3647215,3.646792,3.326559,3.664261908,0.430769231,0.297297297,0.3375,0.430769231
